trip_distance,demand_level,supply_level,traffic_density,is_peak_hour,is_raining,final_price
24.53,73.0,15,1.34,0,0,623.37
2.62,50.0,50,2.73,0,0,95.26
13.45,50.0,1,3.01,1,0,858.14
5.3,65.0,18,2.27,1,0,252.41
24.3,,34,1.99,0,1,714.53
3.72,77.0,8,2.02,1,0,279.32
10.69,44.0,34,2.0,1,0,341.94
18.71,41.0,50,2.82,0,0,375.0
17.91,78.0,59,1.92,0,0,357.81
11.15,24.0,10,1.72,0,0,278.54
9.32,70.0,54,2.9,0,0,225.91
10.54,61.0,50,1.8,0,1,315.74
7.34,126.0,2,,1,0,576.23
5.93,67.0,30,2.35,1,0,219.86
12.59,28.0,16,2.13,0,0,275.6
7.44,63.0,9,2.12,0,0,288.52
7.9,90.0,17,1.03,0,0,247.24
16.76,24.0,23,2.31,0,0,328.93
24.24,22.0,26,2.58,0,0,440.66
15.49,126.0,6,3.03,1,0,933.07
2.85,91.0,36,2.74,0,0,141.73
2.81,32.0,54,1.55,0,0,110.26
23.83,89.0,42,1.38,0,0,468.7
8.13,71.0,42,2.39,0,0,204.98
3.21,93.0,21,1.38,0,0,162.4
15.38,34.0,30,1.18,0,0,321.82
15.97,41.0,20,1.19,0,0,323.53
16.56,30.0,16,2.54,0,0,388.04
7.42,10.0,41,1.06,0,0,165.7
1.36,37.0,50,1.58,0,0,78.03
24.16,21.0,20,1.26,0,0,419.18
7.02,118.0,1,3.31,1,0,524.73
17.22,29.0,12,2.01,0,0,400.35
17.96,92.0,11,1.41,0,1,700.8
15.64,60.0,31,2.5,0,0,363.66
8.51,35.0,30,2.5,0,0,207.9
7.51,124.0,7,2.85,1,0,515.32
15.34,52.0,39,1.55,0,1,420.26
21.79,89.0,40,2.97,1,0,642.15
23.72,83.0,21,2.87,0,1,800.41
3.54,37.0,11,1.1,0,0,114.42
4.72,,3,2.33,1,0,385.14
23.67,86.0,46,1.57,0,0,500.25
18.68,34.0,14,2.26,0,0,437.57
22.19,70.0,49,3.1,1,0,611.37
5.86,123.0,39,2.21,1,0,236.49
15.1,88.0,46,1.43,0,0,324.33
17.83,27.0,59,2.86,0,0,360.1
17.32,49.0,42,2.51,0,0,371.89
10.8,96.0,57,2.87,0,0,306.56
1.37,,18,2.66,0,0,106.98
14.99,,31,2.6,1,1,567.86
7.07,20.0,17,1.24,0,0,185.56
11.81,66.0,2,3.06,1,0,770.28
23.98,46.0,45,1.7,0,1,609.5
10.58,21.0,56,1.85,0,0,244.17
21.16,67.0,4,2.65,1,0,1025.74
5.52,15.0,37,2.87,0,0,147.3
17.14,79.0,41,1.14,0,0,346.31
24.45,53.0,24,1.39,0,1,670.22
3.45,124.0,1,3.02,1,0,383.67
1.2,98.0,5,2.77,0,0,204.13
11.41,56.0,55,2.84,0,0,265.86
3.22,45.0,23,2.12,0,0,157.19
18.96,91.0,28,1.07,0,0,424.13
22.95,83.0,48,2.53,1,0,590.51
11.42,,58,2.84,0,0,284.69
7.21,32.0,51,2.0,0,0,179.02
11.43,32.0,15,2.45,0,0,298.35
18.36,126.0,16,2.34,1,1,844.84
1.22,74.0,31,1.85,1,0,107.06
15.15,108.0,1,2.96,1,0,924.4
15.72,70.0,21,2.67,0,1,514.81
16.3,90.0,52,2.98,0,0,378.77
6.81,47.0,44,2.69,0,0,176.32
18.14,91.0,14,2.91,1,0,686.22
3.19,41.0,29,3.02,1,0,156.38
5.78,58.0,38,3.45,1,0,249.28
22.06,72.0,44,1.04,0,0,428.01
18.73,76.0,19,2.9,0,0,507.02
1.33,32.0,15,2.06,0,0,107.38
6.96,65.0,7,3.7,1,0,381.5
6.15,39.0,30,2.53,0,0,159.46
7.5,58.0,17,2.1,1,0,310.96
6.94,,44,1.33,0,0,162.35
2.5,99.0,17,1.71,0,0,165.08
12.01,37.0,52,1.53,0,0,237.54
18.59,82.0,54,1.88,0,0,367.25
15.56,70.0,20,2.21,0,0,376.78
17.15,57.0,49,1.87,0,0,383.25
2.95,88.0,18,1.11,0,0,126.89
23.84,22.0,44,2.95,0,0,457.77
21.12,125.0,46,2.65,1,0,631.57
20.32,50.0,28,3.5,1,0,553.84
20.75,97.0,56,1.15,0,0,405.31
23.39,49.0,44,2.62,0,0,490.01
14.06,60.0,33,1.35,0,0,319.52
5.81,109.0,22,3.16,1,1,358.72
15.8,89.0,31,2.32,0,0,393.26
18.83,39.0,42,2.82,0,0,371.48
18.71,69.0,7,2.44,1,1,892.19
13.51,87.0,7,1.22,0,0,530.84
2.64,93.0,33,3.53,1,0,182.66
9.91,16.0,42,1.66,0,0,179.35
23.1,76.0,9,1.47,0,0,725.92
15.03,19.0,20,1.97,0,0,299.42
13.92,100.0,25,2.09,1,0,457.66
7.45,76.0,16,2.39,1,0,324.76
9.84,24.0,7,1.77,0,0,247.03
22.49,59.0,9,1.55,0,0,643.17
17.0,13.0,7,1.9,0,0,361.06
19.9,81.0,9,2.57,1,0,795.91
11.9,77.0,38,2.55,0,0,279.19
16.13,,9,3.64,1,0,578.81
6.96,31.0,31,1.2,0,0,174.74
17.93,40.0,17,2.65,0,0,429.25
11.26,85.0,38,2.86,0,0,307.29
11.62,112.0,12,3.17,1,1,649.59
16.58,67.0,4,3.79,1,1,996.29
23.47,78.0,36,1.67,0,0,471.36
2.54,89.0,8,2.66,0,0,217.87
20.79,28.0,6,2.35,0,0,508.79
8.02,87.0,34,1.65,0,0,221.7
11.65,86.0,46,3.21,1,0,373.85
1.53,33.0,35,2.02,0,0,84.86
8.23,95.0,40,2.18,1,0,323.14
13.06,50.0,1,2.15,1,0,817.63
2.35,116.0,38,3.23,1,0,183.29
12.79,113.0,1,3.22,1,0,813.9
23.25,63.0,38,2.06,0,1,652.61
3.53,98.0,8,2.8,1,1,330.35
19.35,74.0,59,1.36,0,0,355.5
10.83,41.0,41,1.86,0,0,236.27
16.72,57.0,1,3.54,1,1,1002.27
7.25,13.0,19,2.71,0,0,203.52
4.83,119.0,13,3.12,1,0,308.91
4.85,121.0,48,3.79,1,0,226.84
2.69,124.0,13,3.59,1,1,291.01
5.46,60.0,21,1.29,0,0,166.47
16.94,56.0,52,1.8,0,0,343.08
22.16,63.0,44,1.26,0,0,419.34
20.54,64.0,7,2.73,1,0,788.12
17.44,19.0,25,2.55,0,0,356.54
3.65,16.0,47,1.31,0,0,115.86
7.94,74.0,5,2.76,0,0,416.74
8.44,28.0,22,2.14,0,0,211.61
7.0,16.0,28,2.5,0,0,183.92
13.36,54.0,34,1.09,0,0,277.05
13.85,87.0,11,1.19,0,0,456.69
9.57,77.0,21,3.04,1,0,369.52
9.49,16.0,56,2.68,0,0,220.27
20.89,55.0,31,2.75,0,0,456.76
19.94,76.0,7,2.38,0,0,731.36
8.39,114.0,46,2.2,1,0,304.14
22.93,17.0,57,1.39,0,0,346.08
23.87,99.0,20,2.76,0,1,817.83
8.84,12.0,8,1.23,0,0,221.99
9.51,21.0,49,2.37,0,0,225.51
13.14,91.0,5,2.07,0,0,675.57
23.59,,37,1.84,0,0,462.8
22.03,46.0,38,2.68,1,0,600.52
3.46,57.0,49,2.89,0,1,170.76
10.43,89.0,30,2.72,0,0,282.96
14.28,54.0,43,2.73,0,0,323.94
13.08,34.0,7,1.81,0,0,356.73
5.65,43.0,1,2.01,1,0,462.31
21.61,13.0,37,,0,0,434.05
17.25,89.0,44,2.09,1,0,489.34
21.11,97.0,1,2.83,1,0,1210.9
21.61,74.0,33,1.53,0,0,455.34
18.96,106.0,46,2.82,1,0,565.58
11.54,37.0,15,,0,0,286.73
15.65,84.0,7,2.79,0,0,655.42
4.85,46.0,22,2.94,0,0,190.35
17.17,11.0,34,1.82,0,0,290.75
5.3,82.0,21,1.14,0,0,194.58
17.65,70.0,50,2.33,0,0,369.14
6.51,90.0,34,1.75,0,1,272.46
3.82,60.0,34,2.97,0,0,161.59
4.97,40.0,37,1.18,0,0,120.02
1.05,94.0,21,1.24,0,0,116.97
18.25,90.0,43,2.4,0,0,417.48
18.58,90.0,20,2.52,0,0,524.64
13.36,52.0,37,1.94,0,0,303.52
4.87,37.0,51,1.55,0,1,178.39
3.01,48.0,6,1.62,0,0,166.31
1.46,74.0,6,1.68,0,0,157.88
4.98,25.0,28,1.45,0,1,199.92
22.38,106.0,1,,1,1,1268.94
6.8,88.0,40,1.13,0,0,165.48
9.5,77.0,7,1.81,0,0,406.88
3.53,45.0,44,2.5,0,0,116.2
6.34,39.0,36,1.01,0,0,155.19
13.46,32.0,18,2.76,0,0,315.36
15.59,72.0,42,2.41,0,0,338.09
6.89,78.0,59,1.15,0,0,194.45
2.39,56.0,47,2.79,0,1,146.65
10.38,50.0,1,2.77,1,0,686.49
6.62,28.0,41,2.3,0,0,183.74
6.27,71.0,50,2.76,0,0,179.08
24.04,111.0,20,3.56,1,0,844.4
15.79,52.0,21,1.82,0,1,507.69
14.37,114.0,13,2.28,1,0,642.15
10.98,18.0,15,1.51,0,0,233.65
11.29,34.0,11,2.53,0,0,294.17
13.98,98.0,17,2.86,0,0,448.27
17.71,117.0,45,1.94,1,0,508.33
17.85,40.0,29,1.03,0,0,349.29
5.12,52.0,44,3.45,1,0,208.88
13.0,74.0,52,1.77,0,0,299.92
10.89,39.0,16,1.55,0,0,251.44
21.89,112.0,25,2.18,1,0,698.03
16.15,38.0,32,1.69,0,0,335.41
13.78,57.0,9,3.74,1,0,566.75
3.77,12.0,37,2.95,0,0,118.11
15.54,74.0,5,2.46,1,0,764.23
3.81,75.0,43,2.93,0,0,152.74
9.09,13.0,36,1.6,0,0,191.2
4.43,80.0,10,3.51,1,0,282.08
17.61,88.0,13,1.42,0,0,552.18
5.95,90.0,56,2.65,0,0,194.95
10.4,99.0,45,1.71,0,1,344.6
22.5,39.0,16,1.39,0,0,456.3
5.9,126.0,13,3.67,1,0,373.9
13.19,20.0,18,,0,0,273.23
11.06,42.0,16,2.98,0,0,296.51
1.43,47.0,28,1.22,0,1,105.29
20.03,,3,1.82,1,0,808.22
2.66,68.0,25,2.74,0,0,116.48
12.38,60.0,16,2.17,0,0,361.18
14.46,74.0,49,1.84,0,0,299.12
16.08,77.0,41,1.16,0,1,479.91
17.53,97.0,1,2.95,1,0,1047.61
7.08,57.0,13,1.79,0,0,240.73
1.24,67.0,55,1.97,0,0,83.71
18.36,46.0,24,2.26,0,0,424.12
13.86,46.0,1,3.08,1,0,873.1
21.07,69.0,44,2.92,0,0,457.62
20.71,68.0,54,2.31,0,0,421.62
21.24,19.0,17,1.68,0,0,404.96
12.64,72.0,10,2.46,1,1,620.18
9.01,,24,1.95,0,0,239.64
20.0,87.0,9,1.52,0,0,707.03
11.83,45.0,58,1.75,0,0,268.22
5.4,47.0,47,2.68,0,0,157.78
21.52,94.0,11,3.52,1,0,872.73
22.18,39.0,58,2.26,0,0,433.03
12.19,65.0,4,2.97,1,0,643.33
2.82,51.0,34,1.85,0,0,114.43
10.31,56.0,11,2.27,0,0,331.52
20.28,28.0,15,2.61,0,0,442.46
22.64,116.0,2,3.28,1,0,1265.54
5.88,96.0,55,1.07,0,0,144.74
2.61,122.0,31,3.26,1,0,189.13
22.06,89.0,35,2.44,0,0,503.37
10.35,34.0,52,1.2,0,0,207.36
14.0,129.0,1,2.1,1,1,852.37
24.23,124.0,19,3.38,1,0,890.3
2.6,27.0,32,2.12,0,1,145.78
16.56,18.0,27,2.64,0,1,482.11
2.78,97.0,55,1.37,0,0,111.85
10.01,26.0,33,1.06,0,0,207.04
20.29,13.0,26,1.32,0,0,349.1
11.4,64.0,14,1.91,0,0,322.36
24.93,63.0,50,2.05,0,0,484.28
14.42,37.0,21,2.72,0,0,334.84
8.71,79.0,7,,1,0,473.46
6.28,18.0,20,2.98,0,0,199.44
9.41,45.0,55,1.16,0,0,202.85
9.94,,6,2.06,1,0,419.23
2.65,71.0,52,1.17,0,0,115.89
9.87,95.0,53,2.08,0,0,246.14
12.14,98.0,19,1.53,0,0,378.81
18.35,58.0,43,2.37,0,0,384.52
16.76,109.0,13,2.07,1,0,659.51
18.01,99.0,25,1.21,0,0,455.4
1.2,51.0,36,1.92,0,0,74.72
6.22,11.0,9,1.75,0,0,188.63
16.88,70.0,41,3.46,1,0,493.11
12.62,85.0,19,2.68,0,0,368.14
1.13,28.0,36,1.23,0,0,98.19
20.31,74.0,5,2.62,0,0,853.79
19.55,83.0,19,2.13,0,1,666.44
14.16,69.0,39,2.01,0,0,335.23
2.6,71.0,24,1.19,0,0,113.68
19.4,69.0,35,2.48,0,0,446.32
15.01,25.0,24,1.12,0,0,280.79
19.77,16.0,51,1.56,0,0,336.68
19.04,86.0,28,1.19,0,0,430.94
20.27,107.0,34,2.86,1,0,603.67
13.43,83.0,56,2.29,0,0,316.83
4.37,21.0,14,2.78,0,1,211.0
17.11,14.0,18,2.47,0,0,349.44
15.89,56.0,39,2.92,0,0,357.96
18.81,20.0,33,2.52,0,0,365.07
5.08,73.0,3,2.4,1,1,450.63
5.68,88.0,56,2.1,0,0,168.16
22.37,90.0,4,2.72,1,0,1234.87
19.0,44.0,47,2.93,1,0,504.74
22.8,57.0,6,2.14,0,0,745.29
19.21,124.0,17,3.2,1,0,738.83
15.33,40.0,22,1.17,0,0,334.67
16.7,49.0,5,2.49,0,0,592.63
22.34,16.0,15,1.29,0,0,426.01
14.89,94.0,41,1.05,0,0,323.6
16.18,79.0,30,2.84,1,0,497.86
4.76,108.0,27,2.96,1,0,221.54
12.37,53.0,30,1.87,1,0,343.69
18.19,19.0,28,2.03,0,0,341.31
7.5,91.0,29,2.07,0,0,228.18
5.85,90.0,27,1.1,0,0,178.6
8.53,58.0,58,2.42,0,0,211.98
6.8,26.0,26,1.42,0,0,151.01
6.16,95.0,37,2.59,0,0,210.66
11.2,98.0,51,1.62,0,1,364.4
22.79,60.0,23,1.96,0,0,491.71
13.17,89.0,38,2.78,0,0,304.5
5.51,71.0,27,2.61,0,0,172.4
2.85,69.0,40,3.36,1,1,212.9
17.71,64.0,30,1.32,0,0,382.36
10.19,43.0,26,1.1,0,0,238.42
20.72,108.0,1,3.01,1,1,1165.11
16.83,72.0,1,2.62,1,0,1003.36
20.11,44.0,27,3.62,1,1,757.72
7.53,51.0,15,1.7,0,0,226.67
17.62,12.0,24,1.82,0,1,449.5
7.34,102.0,44,2.85,1,0,305.25
23.54,77.0,26,3.39,1,0,726.71
16.27,22.0,57,1.54,0,0,291.28
8.79,17.0,52,2.88,0,0,227.96
7.47,70.0,19,2.08,0,0,233.08
5.58,39.0,29,2.68,0,0,149.6
17.67,59.0,21,2.05,0,0,395.22
6.25,78.0,26,2.54,0,0,212.57
15.29,77.0,28,1.9,1,0,484.73
7.35,68.0,37,2.6,0,0,220.6
16.89,41.0,19,2.85,1,0,492.24
20.56,66.0,18,1.9,0,0,521.3
19.67,16.0,50,1.22,0,0,354.94
19.26,89.0,54,2.48,0,0,426.55
5.51,49.0,24,,1,0,237.93
3.12,38.0,26,1.38,0,0,129.58
17.77,93.0,26,1.25,0,0,435.68
9.84,73.0,13,1.81,1,1,466.5
11.38,81.0,42,2.32,0,1,383.51
1.75,84.0,1,2.34,1,0,303.71
7.23,110.0,2,2.1,1,0,534.9
1.81,97.0,39,2.44,1,0,173.45
22.1,87.0,56,2.0,0,0,435.78
6.84,93.0,43,2.01,0,0,213.44
14.38,72.0,4,2.53,1,1,864.79
1.94,99.0,54,1.99,0,0,114.87
17.0,99.0,32,1.85,0,0,413.71
8.75,90.0,48,3.45,1,0,314.01
22.55,73.0,25,1.06,0,0,496.3
22.31,77.0,1,3.54,1,0,1261.57
8.81,119.0,31,2.29,1,0,316.41
22.62,51.0,48,3.24,1,0,595.74
24.91,72.0,38,1.81,0,0,529.92
20.81,74.0,15,1.59,0,1,684.73
21.28,69.0,20,2.23,0,0,527.14
6.98,29.0,43,2.54,0,1,258.07
14.84,75.0,18,1.9,0,0,409.86
2.61,27.0,5,1.93,0,0,164.77
3.28,51.0,35,1.12,0,0,125.39
24.97,83.0,48,2.85,0,0,539.0
8.84,45.0,37,3.49,1,0,306.41
18.96,75.0,53,1.8,0,0,374.15
20.36,89.0,16,2.53,0,0,614.45
21.59,78.0,31,1.63,0,1,612.3
24.94,125.0,11,3.26,1,0,1080.25
6.8,31.0,54,2.03,0,0,180.47
1.97,31.0,20,1.92,0,0,129.6
10.87,74.0,5,1.11,0,0,460.21
4.12,58.0,59,2.93,0,0,122.02
1.54,116.0,24,3.47,1,0,161.27
9.65,51.0,31,3.39,1,1,367.47
19.81,72.0,27,1.61,0,0,456.62
14.59,52.0,21,2.38,1,0,442.19
8.51,101.0,31,2.95,1,0,328.18
16.7,98.0,10,3.49,1,0,740.0
6.57,20.0,28,2.87,0,0,175.39
1.35,91.0,32,1.54,0,0,120.48
19.34,95.0,34,2.21,0,0,460.26
15.97,10.0,30,2.45,0,0,327.04
19.3,,28,1.45,0,0,417.36
1.93,48.0,25,2.61,1,0,130.58
21.09,42.0,19,2.17,1,0,581.61
15.87,,45,3.2,1,0,497.66
14.52,18.0,6,2.73,0,0,378.76
15.99,91.0,11,2.76,0,0,571.92
21.75,78.0,52,2.34,0,0,449.38
15.09,31.0,27,1.69,0,0,311.8
14.94,108.0,23,3.12,1,0,529.07
24.78,32.0,39,2.73,0,0,468.67
19.16,119.0,24,3.05,1,1,786.71
11.62,14.0,33,1.83,0,0,271.6
17.98,48.0,35,2.84,0,1,524.5
10.34,12.0,54,2.67,0,0,224.34
6.49,35.0,46,2.76,0,0,183.62
15.32,17.0,6,2.81,0,0,374.83
23.28,94.0,55,1.79,0,0,474.14
23.3,61.0,19,2.72,0,0,560.12
9.21,121.0,10,2.94,1,1,609.42
13.66,108.0,2,1.88,1,0,881.05
6.08,45.0,22,3.07,1,0,253.47
24.9,66.0,34,2.74,1,0,705.94
24.55,125.0,11,2.35,1,0,1077.14
16.59,31.0,57,2.94,0,0,334.44
20.31,65.0,18,1.11,0,0,453.62
18.16,52.0,25,2.89,0,0,393.55
15.24,66.0,44,2.12,1,0,423.0
2.28,54.0,31,1.75,0,0,113.0
11.91,55.0,25,1.83,0,0,292.82
17.19,72.0,26,3.26,1,0,535.52
17.26,37.0,20,1.43,0,0,370.64
9.95,120.0,22,3.77,1,0,456.27
23.6,90.0,32,3.3,1,0,717.54
5.02,73.0,59,2.58,0,1,201.43
13.01,44.0,33,1.21,0,0,293.82
17.58,75.0,43,2.75,1,0,482.2
17.73,15.0,55,2.89,0,0,352.68
16.57,97.0,30,2.34,1,0,494.15
7.61,62.0,49,2.09,1,0,239.93
4.75,23.0,28,1.97,0,0,148.04
16.26,82.0,25,2.86,0,0,415.84
15.38,65.0,43,1.97,0,0,332.22
5.3,88.0,54,1.81,0,1,202.72
17.92,34.0,12,2.3,0,0,434.11
11.92,59.0,22,3.67,1,0,398.86
17.03,95.0,22,1.1,0,0,427.66
21.1,110.0,13,2.11,1,0,779.89
5.07,27.0,23,1.27,0,0,139.82
1.46,26.0,42,1.17,0,0,86.67
19.7,23.0,48,1.6,0,0,356.75
15.63,65.0,20,2.26,1,0,498.76
17.79,41.0,10,2.1,0,0,437.3
21.12,68.0,50,1.65,0,1,583.61
20.27,110.0,43,2.61,1,0,600.79
24.06,66.0,30,2.88,0,0,530.78
13.86,82.0,32,1.31,0,0,333.09
12.72,21.0,48,1.78,0,0,263.58
10.65,42.0,26,2.31,1,1,390.07
4.69,41.0,38,2.1,0,0,146.07
14.74,24.0,49,2.47,0,0,315.92
7.65,18.0,41,2.63,0,0,174.11
23.11,88.0,19,2.83,1,1,943.52
15.0,53.0,26,2.71,0,0,355.63
15.23,90.0,35,2.57,0,0,363.99
9.52,,10,1.31,0,0,255.39
2.25,54.0,35,1.49,0,0,90.01
1.76,52.0,1,3.14,1,0,268.82
11.16,56.0,44,2.95,0,1,351.54
3.03,60.0,3,2.55,1,1,326.45
15.56,89.0,6,2.26,1,0,789.46
22.14,86.0,15,3.54,1,0,790.22
22.19,14.0,46,1.4,0,0,375.55
16.82,46.0,1,3.19,1,0,1003.15
6.07,47.0,46,1.07,0,0,155.55
21.71,76.0,40,1.84,1,0,576.32
22.27,92.0,9,1.9,0,0,755.6
5.72,71.0,31,3.11,1,0,251.86
18.7,65.0,17,1.28,0,0,453.07
7.88,82.0,23,3.33,1,0,319.43
20.26,106.0,22,2.06,1,0,657.76
24.93,66.0,43,2.87,1,0,653.04
1.72,90.0,19,2.42,1,1,175.01
22.54,57.0,14,2.5,0,0,555.6
15.94,81.0,38,2.61,0,0,363.18
24.36,92.0,9,1.93,1,0,997.6
12.16,92.0,34,1.39,0,1,394.61
21.34,57.0,17,2.79,0,0,509.73
2.5,19.0,41,1.83,0,0,121.6
9.05,18.0,53,,0,0,209.83
2.61,95.0,59,1.34,0,0,113.91
24.41,55.0,59,2.99,0,0,491.86
20.61,19.0,9,2.85,0,0,432.58
21.46,45.0,18,1.0,0,1,599.49
23.51,19.0,14,2.1,0,0,467.37
3.04,36.0,51,2.74,0,0,126.38
10.25,88.0,38,1.86,0,0,254.26
2.7,28.0,35,1.87,0,0,116.72
6.06,50.0,45,2.56,1,0,234.39
6.5,41.0,9,1.06,0,0,198.98
12.26,59.0,1,3.38,1,0,791.98
7.45,85.0,7,,1,0,417.34
3.42,69.0,58,2.06,0,0,124.61
5.02,88.0,44,1.51,0,1,175.94
4.53,77.0,17,2.57,0,0,202.22
24.35,26.0,50,2.59,0,0,437.93
19.22,74.0,52,2.11,0,0,408.26
24.23,,37,2.81,0,0,532.72
11.55,28.0,41,1.23,0,1,356.18
7.68,14.0,27,2.57,0,0,153.69
20.16,121.0,15,2.92,1,0,807.8
8.83,90.0,12,1.46,0,0,318.95
8.19,94.0,28,2.06,1,0,308.0
6.58,13.0,57,1.6,0,0,140.93
4.11,61.0,35,2.71,0,0,122.6
7.16,28.0,35,2.58,0,0,215.41
9.53,70.0,14,3.09,1,0,391.1
17.18,12.0,39,1.18,0,0,280.81
2.5,76.0,6,2.91,0,0,212.0
6.05,68.0,18,2.41,1,0,259.1
20.42,62.0,15,2.21,0,0,537.73
4.53,17.0,8,2.61,0,0,158.25
9.22,44.0,20,2.07,1,0,308.38
21.75,103.0,8,3.1,1,0,1015.77
4.72,,50,1.06,0,0,126.64
2.99,42.0,46,1.2,0,1,169.81
12.63,97.0,14,3.25,1,0,530.41
8.26,101.0,30,2.11,1,1,398.35
14.52,91.0,29,1.89,0,0,371.53
20.29,127.0,33,2.3,1,1,804.84
4.29,35.0,14,1.84,0,0,154.62
14.94,23.0,39,1.15,0,0,276.96
13.13,98.0,9,2.51,0,1,641.19
4.46,41.0,8,1.16,0,0,185.96
15.98,50.0,53,2.68,0,0,323.93
7.57,23.0,24,2.33,0,0,192.8
12.71,,27,1.83,0,0,278.71
2.97,57.0,47,2.73,0,0,122.45
12.03,95.0,9,1.37,0,1,565.25
8.36,77.0,23,2.33,1,0,320.08
20.74,46.0,38,2.07,1,0,539.58
2.37,42.0,33,1.76,0,0,88.89
11.05,63.0,40,3.77,1,0,360.07
12.0,35.0,36,1.32,0,0,271.72
18.4,59.0,26,2.66,0,0,420.74
14.78,81.0,39,3.1,1,1,573.64
17.01,22.0,47,1.03,0,0,303.75
19.65,40.0,58,2.89,0,0,363.55
21.69,32.0,48,2.94,0,0,423.35
8.53,46.0,11,2.85,0,0,271.05
13.91,68.0,37,2.0,0,0,328.83
21.16,97.0,16,2.24,1,0,756.56
24.75,25.0,45,1.78,0,0,424.9
22.35,78.0,22,3.03,1,1,832.43
9.92,111.0,15,2.56,1,0,473.4
5.68,91.0,59,2.42,0,1,265.38
12.75,18.0,55,2.59,0,0,245.59
18.8,73.0,40,1.42,0,0,358.9
12.82,31.0,8,1.81,0,0,326.11
12.6,84.0,47,2.92,0,0,311.74
21.12,93.0,1,2.3,1,1,1227.32
9.67,61.0,13,2.49,1,0,368.06
21.64,23.0,55,1.07,0,0,355.09
10.76,96.0,57,1.66,0,0,249.58
8.88,75.0,15,1.74,0,0,276.37
11.9,88.0,54,1.2,0,0,232.41
19.3,89.0,11,1.8,1,0,736.1
4.02,44.0,40,2.95,1,0,169.15
5.71,26.0,22,1.6,0,0,185.05
23.83,10.0,50,1.04,0,1,521.91
5.21,23.0,17,2.72,0,0,168.11
14.63,64.0,45,2.17,0,0,323.44
14.9,26.0,55,1.34,0,0,268.58
12.75,18.0,15,2.73,0,0,287.65
16.47,21.0,55,1.51,0,0,325.14
6.52,75.0,31,1.45,0,1,248.37
14.26,24.0,53,2.79,0,0,309.05
9.93,43.0,20,1.36,0,0,250.48
16.88,46.0,54,2.76,0,0,377.67
4.39,62.0,19,2.61,0,0,153.83
14.7,50.0,58,1.62,0,0,286.22
5.45,87.0,18,1.07,0,0,188.48
7.69,43.0,9,1.97,1,0,317.36
6.25,17.0,22,1.22,0,0,140.19
5.39,96.0,16,2.78,0,0,248.79
20.82,110.0,20,2.61,1,0,723.6
7.86,26.0,46,1.07,0,0,160.58
23.25,61.0,34,2.91,1,0,620.84
24.28,99.0,58,1.42,0,0,482.73
14.71,17.0,22,1.47,0,0,306.5
4.43,31.0,30,1.32,0,0,126.3
9.99,49.0,58,2.52,0,0,240.2
20.15,31.0,50,1.0,0,0,327.82
9.82,14.0,22,1.88,0,0,183.15
3.09,48.0,1,1.97,1,0,330.22
14.36,69.0,20,2.1,0,0,381.51
21.28,29.0,41,1.69,0,0,358.34
20.1,95.0,25,1.06,0,0,486.57
5.2,73.0,2,2.72,1,0,429.96
17.15,75.0,46,2.94,1,0,486.25
6.29,122.0,1,2.3,1,0,523.94
6.24,80.0,59,2.53,0,0,175.19
21.98,47.0,23,1.74,0,0,439.05
6.99,76.0,33,2.5,0,0,194.4
7.32,41.0,34,2.16,0,0,212.67
1.02,85.0,1,3.54,1,0,260.65
21.9,64.0,2,2.89,1,1,1257.56
20.02,73.0,39,1.37,0,1,560.69
16.06,42.0,22,2.65,0,0,381.29
19.01,56.0,30,2.57,0,0,424.8
4.65,78.0,29,2.94,0,0,158.89
12.0,38.0,12,1.19,0,0,283.05
9.43,68.0,22,2.18,0,1,338.28
3.25,70.0,18,2.78,1,1,214.6
12.67,35.0,9,2.34,0,0,331.27
23.1,102.0,20,3.76,1,1,957.37
1.96,67.0,14,2.06,0,0,161.73
8.0,94.0,15,2.37,0,0,294.78
5.98,58.0,8,1.69,0,0,244.83
6.72,74.0,14,1.6,0,0,239.9
22.8,68.0,41,1.67,0,0,426.59
12.23,71.0,16,1.08,0,0,358.77
12.19,77.0,14,1.57,0,0,387.5
19.25,86.0,6,2.15,1,0,900.64
4.71,31.0,9,1.91,0,1,204.99
12.69,119.0,37,2.72,1,0,427.89
11.32,73.0,31,2.53,0,0,293.92
15.33,55.0,37,2.0,0,0,335.39
24.99,68.0,36,1.93,0,0,522.46
19.47,71.0,1,2.26,1,0,1147.58
10.55,94.0,27,2.7,0,0,337.51
20.86,46.0,28,1.18,0,1,532.32
5.1,76.0,50,2.96,0,0,165.25
1.73,61.0,6,1.95,0,0,147.93
5.91,82.0,24,2.17,1,1,307.26
9.17,43.0,14,1.71,0,0,243.9
13.25,70.0,5,1.03,0,0,552.9
15.76,110.0,7,2.13,1,0,846.06
22.85,76.0,40,1.67,0,0,453.41
13.24,54.0,7,2.11,0,0,441.54
13.03,50.0,48,1.26,0,0,243.41
2.21,91.0,38,3.15,1,0,155.81
1.84,105.0,10,3.49,1,0,230.92
14.23,21.0,18,2.14,0,0,311.79
11.52,54.0,34,2.39,1,0,359.71
21.14,25.0,58,1.24,0,1,493.42
4.86,12.0,49,1.03,0,0,144.66
1.6,36.0,52,2.46,0,0,93.34
11.78,32.0,51,,0,0,225.24
6.7,73.0,50,1.95,0,1,271.85
2.19,72.0,1,2.0,1,0,329.96
18.39,57.0,29,1.41,0,0,401.61
3.68,127.0,32,3.43,1,0,182.47
