demand,supply,base_price,is_peak_hour,is_raining,final_price
74,34,123.7,1,1,236.44
92,23,90.39,0,1,161.2
80,13,137.26,0,0,215.69
77,42,186.72,0,1,294.84
70,9,176.77,0,1,371.22
12,33,71.27,1,1,123.67
38,19,144.32,0,0,171.74
10,16,79.16,1,1,139.23
11,23,59.96,1,1,104.68
84,23,191.77,0,0,258.89
97,31,59.73,0,1,101.73
58,32,76.47,0,0,89.91
77,7,78.52,1,1,209.06
100,42,126.05,0,1,205.78
32,47,95.2,1,1,168.19
26,8,119.75,1,0,190.27
37,25,124.99,0,1,192.77
97,23,182.1,1,1,383.17
71,21,94.17,0,0,124.56
56,48,136.44,1,0,192.97
26,14,62.92,1,0,92.7
12,22,119.55,1,0,161.65
30,7,150.09,0,1,266.41
73,9,187.72,0,0,324.76
75,5,173.68,1,0,442.88
12,47,91.38,0,1,130.22
55,26,74.31,0,0,89.45
65,29,122.78,0,1,198.49
52,26,130.92,1,0,195.41
13,38,161.9,0,1,232.06
42,12,177.24,0,1,305.4
88,46,149.86,0,1,237.86
92,43,157.71,1,1,301.08
18,24,135.69,1,0,186.17
63,20,139.68,0,1,237.46
93,46,63.5,1,0,95.11
65,39,161.77,1,0,236.59
11,44,57.66,1,0,76.37
85,12,52.6,1,1,123.81
84,12,91.69,1,0,178.44
61,36,117.54,0,1,183.93
12,45,125.27,0,0,128.54
54,15,111.16,0,1,193.14
31,49,116.38,0,1,170.15
39,30,98.23,1,0,140.06
54,39,102.21,1,1,187.56
23,32,65.62,1,1,116.13
11,17,188.7,0,0,200.23
21,21,139.8,1,1,251.0
85,37,194.79,1,1,374.71
13,7,146.48,1,1,272.82
11,36,134.83,0,0,138.84
29,19,187.75,0,0,214.97
22,19,152.59,0,1,230.41
45,14,198.98,0,0,258.67
99,34,167.05,1,0,264.42
41,45,166.0,0,1,247.2
38,20,89.87,1,0,133.09
29,18,62.27,0,0,71.77
47,9,182.11,1,0,322.33
99,30,71.5,1,0,115.78
21,19,61.05,0,0,67.46
62,48,80.54,0,0,90.73
12,50,183.43,1,0,242.78
77,10,111.4,0,0,189.38
17,37,188.55,0,0,196.99
11,40,94.4,0,0,96.93
56,30,111.22,0,0,131.31
36,42,113.27,0,0,122.75
89,27,50.84,0,0,67.0
53,25,63.34,0,1,101.59
41,25,80.66,0,0,93.38
89,39,61.27,1,0,93.28
12,23,122.71,0,0,128.85
33,34,194.65,0,0,213.0
15,39,74.94,0,1,107.73
36,42,59.63,1,0,82.51
16,22,83.75,0,0,89.58
92,8,135.44,1,0,314.52
26,49,171.8,1,0,232.27
22,45,185.86,1,1,324.85
38,25,141.99,1,1,262.14
85,28,145.41,0,1,246.19
63,33,50.6,0,1,80.22
41,17,126.84,1,1,244.52
28,6,173.13,1,0,294.32
42,21,93.28,0,1,148.4
18,34,56.49,1,0,76.34
84,49,77.06,1,1,143.95
27,44,109.7,0,1,160.16
54,38,166.95,1,1,306.93
80,17,120.86,0,0,174.58
19,6,187.11,0,1,312.74
29,12,63.1,0,1,102.42
93,47,147.74,1,1,279.78
67,33,154.41,0,1,246.6
41,10,105.72,0,0,145.12
37,45,112.59,0,1,166.68
69,21,155.88,0,1,267.12
54,33,120.86,1,1,224.66
84,8,123.77,1,1,325.93
45,30,96.9,1,0,140.04
73,18,188.39,0,0,260.77
96,30,102.29,0,0,133.97
99,9,98.12,0,1,234.51
45,23,156.68,1,0,233.06
59,20,121.61,1,1,240.9
39,30,182.2,0,1,278.0
13,13,120.43,1,1,215.91
51,22,70.31,0,0,85.9
53,47,98.06,1,1,177.53
22,16,69.16,1,1,126.52
38,14,59.93,0,1,99.08
48,44,191.71,0,1,288.84
81,35,121.11,1,0,184.69
50,42,191.02,0,0,213.23
67,13,132.71,0,1,249.31
52,47,199.39,1,0,280.81
25,31,187.94,0,1,277.8
27,16,188.66,1,0,275.22
71,25,168.18,0,1,281.38
18,16,56.6,1,0,79.57
85,13,105.07,0,1,210.89
29,19,120.71,1,1,222.71
83,37,121.35,1,1,232.8
40,49,96.31,0,0,104.01
83,11,112.43,1,0,223.92
33,41,85.58,0,1,126.54
65,15,80.63,0,1,145.64
12,20,135.55,0,1,197.52
35,46,171.86,1,0,236.22
28,48,194.46,0,0,205.57
76,26,95.77,1,0,151.46
58,26,65.91,0,1,106.43
76,36,179.27,0,0,216.09
97,50,82.48,1,0,122.91
25,19,103.31,1,0,147.22
29,17,199.69,1,0,291.77
66,47,79.79,1,0,114.7
27,17,89.31,1,0,129.5
75,37,199.12,1,0,298.16
25,33,52.1,1,1,92.4
20,30,199.8,1,0,272.63
22,20,94.49,0,0,104.39
65,22,100.39,0,0,128.76
61,24,50.49,0,1,83.01
47,28,67.44,0,1,105.35
44,17,109.73,1,0,169.47
75,33,177.57,0,0,216.74
60,38,164.17,0,0,189.43
18,9,77.15,0,1,121.9
15,5,140.32,1,1,273.62
34,14,64.81,0,0,79.5
31,14,153.63,0,1,246.83
69,38,181.32,0,0,213.4
64,30,82.75,0,1,132.93
41,15,123.65,1,1,241.89
56,14,51.64,0,1,91.57
44,5,140.35,0,0,243.27
12,30,79.59,0,1,114.51
94,32,80.39,0,0,103.29
39,25,169.6,0,0,195.04
72,13,192.6,0,0,291.65
88,6,54.61,0,0,123.26
32,42,183.36,1,0,252.01
70,10,52.74,0,0,86.3
51,10,109.13,1,0,192.47
18,49,160.39,0,1,230.32
89,28,72.42,0,1,123.61
69,46,155.09,1,0,224.39
68,23,165.03,1,1,327.31
54,9,52.96,0,0,81.56
87,21,98.72,1,0,167.38
32,22,58.31,1,0,83.92
17,29,91.14,0,0,96.3
41,32,142.46,1,1,259.88
98,45,191.86,1,0,290.29
46,40,189.88,1,1,344.1
10,11,173.01,1,1,308.53
27,33,155.29,1,0,214.21
83,34,97.54,1,0,149.93
39,6,130.84,0,0,203.74
34,36,60.63,1,0,84.39
44,27,90.16,1,0,131.38
81,44,183.31,0,1,289.63
35,5,188.41,0,1,373.68
31,7,128.01,1,0,216.02
52,49,55.79,0,1,83.91
41,6,64.21,0,1,127.5
78,44,189.89,1,0,279.77
13,25,56.33,1,1,98.58
24,27,172.92,1,1,308.79
34,40,145.41,1,1,259.26
84,41,73.84,0,0,88.61
50,29,75.41,1,1,140.77
11,49,169.13,1,1,291.24
50,19,76.76,0,1,126.65
27,20,70.35,1,1,128.64
17,33,116.15,1,0,156.8
30,45,149.07,1,0,203.51
88,47,127.99,0,0,151.45
43,27,126.6,0,0,146.04
86,41,57.57,1,1,109.66
13,45,130.61,1,0,173.48
37,24,115.95,1,0,167.9
59,48,168.22,0,1,255.76
77,39,101.38,1,0,151.31
73,5,193.7,0,0,429.37
36,39,196.09,0,1,292.17
19,5,185.95,1,0,300.62
63,11,152.28,0,1,293.14
86,47,112.03,0,1,176.91
10,28,173.33,1,0,231.31
82,34,64.06,1,0,98.29
85,34,166.8,0,0,207.31
69,47,172.71,1,0,249.35
71,39,80.4,1,1,150.95
55,30,59.93,0,0,70.56
72,49,185.31,1,0,267.59
58,11,65.82,1,1,143.71
40,35,98.62,1,1,178.61
51,46,66.92,1,0,94.26
24,28,156.56,0,1,232.14
18,14,95.84,0,0,107.34
77,18,107.82,0,1,194.64
66,15,199.04,1,1,420.47
40,35,166.19,0,1,251.13
65,40,90.4,1,1,168.01
73,30,180.86,1,1,350.05
15,17,169.29,0,1,251.11
32,37,158.21,0,0,171.53
50,42,82.11,0,1,124.5
99,38,163.6,1,0,254.21
97,8,98.35,1,0,233.85
43,13,124.03,1,0,199.33
43,29,167.69,1,0,242.03
66,28,56.51,0,1,91.97
46,25,102.47,0,0,120.6
22,42,180.03,1,0,243.25
39,41,79.32,1,0,110.48
23,27,95.6,0,1,141.69
13,39,102.57,0,0,105.9
71,30,161.05,0,0,197.94
81,21,109.44,0,0,149.73
85,40,188.55,0,1,303.06
35,42,117.56,1,0,162.4
59,21,60.43,1,0,94.77
17,11,92.4,0,0,105.49
19,13,147.37,0,0,167.37
34,6,190.66,0,1,359.53
48,22,157.6,1,1,300.81
52,45,136.71,0,0,152.16
77,50,91.64,1,0,132.97
53,10,196.53,0,1,369.83
69,34,121.0,1,1,229.55
100,29,100.77,1,0,164.59
38,40,175.75,0,0,192.04
16,33,170.95,1,1,298.66
96,38,121.49,0,1,199.99
15,7,64.25,0,1,102.0
81,43,104.76,1,0,155.47
62,18,87.89,0,1,151.73
69,43,139.79,0,0,161.71
92,39,184.17,0,1,300.2
53,48,52.28,1,0,73.62
72,16,112.56,1,0,194.0
88,36,182.56,0,0,225.98
68,47,142.35,1,1,262.16
38,46,156.14,1,0,215.61
80,27,74.05,0,0,95.21
18,19,51.56,0,0,56.2
24,29,174.15,1,0,240.33
80,46,173.84,0,1,272.97
29,27,199.78,1,1,360.32
70,15,119.36,1,1,255.13
83,22,124.2,1,0,206.28
98,25,91.56,1,1,190.16
37,6,54.71,1,0,100.04
90,33,195.83,0,0,247.67
23,28,166.55,0,0,179.76
67,6,155.09,1,0,350.06
30,6,147.1,1,1,313.11
69,39,161.98,1,0,238.52
54,40,60.84,1,0,87.11
18,12,166.42,0,1,256.03
95,7,77.25,1,0,192.16
49,41,130.89,0,1,198.52
38,47,193.92,0,1,286.84
23,40,184.19,0,1,268.2
58,46,143.1,1,1,260.93
45,43,173.01,0,0,190.7
35,46,176.96,0,0,190.14
49,41,145.07,1,1,263.54
47,50,140.89,1,1,252.5
50,17,113.97,1,1,225.41
68,10,138.23,1,0,265.15
45,41,187.09,1,1,338.1
56,40,144.62,0,1,222.22
68,43,93.14,1,0,135.48
75,26,92.49,1,1,182.92
47,22,72.13,1,1,137.36
23,44,57.86,1,0,78.18
99,44,58.49,0,0,71.36
72,42,58.75,1,0,86.21
38,40,199.59,0,0,218.09
94,32,141.05,0,1,237.65
55,45,50.92,0,0,57.01
59,15,92.38,0,1,163.4
78,46,188.93,1,0,276.96
46,41,57.31,0,1,86.51
56,42,123.27,1,1,225.61
14,50,119.58,0,0,122.86
86,29,121.23,1,1,240.84
63,31,144.01,1,1,273.17
45,9,165.99,1,1,356.88
59,18,93.16,0,1,159.35
55,28,180.28,0,1,286.58
18,38,51.29,0,1,74.17
14,46,124.53,0,1,178.05
35,10,97.38,0,0,128.36
52,18,101.1,0,0,128.77
66,38,80.97,1,1,151.35
93,38,95.64,0,1,156.7
36,33,176.43,0,0,195.11
70,23,96.87,1,1,192.93
36,6,74.44,1,1,164.83
90,18,182.92,0,0,269.57
71,12,100.02,1,1,224.66
30,9,148.76,1,0,238.02
79,14,104.7,0,1,201.72
53,11,118.31,1,0,206.06
75,21,158.13,1,1,322.73
53,39,163.28,1,0,233.9
87,15,65.85,0,0,101.66
92,33,99.03,0,1,165.44
94,50,93.19,0,1,147.64
38,33,139.55,0,0,155.15
96,18,124.33,0,1,236.88
49,31,120.67,1,1,223.62
39,42,97.02,1,0,134.93
50,13,155.84,1,1,320.59
24,44,191.12,1,1,335.1
33,29,55.78,1,0,78.65
37,27,105.04,0,1,160.94
25,12,87.84,1,0,131.08
30,29,100.84,1,0,141.18
33,38,85.33,0,1,126.68
45,19,89.75,0,0,109.94
38,13,140.79,0,1,235.32
40,47,69.6,1,0,96.28
77,19,149.61,0,0,207.21
54,15,180.56,1,0,295.67
46,27,56.04,1,0,82.06
84,16,128.62,0,1,243.62
35,30,86.71,0,0,96.5
73,21,129.8,1,1,263.73
53,18,81.8,1,0,129.16
94,29,80.38,1,0,129.68
40,6,188.78,1,0,353.29
83,45,88.56,0,0,104.54
26,37,67.72,1,1,119.76
36,35,76.48,1,1,137.66
45,23,83.68,1,1,157.95
25,10,172.73,1,1,332.9
69,38,140.09,1,1,262.94
86,31,127.23,0,1,212.32
64,23,198.3,0,0,251.18
80,44,142.05,1,1,266.74
67,16,194.1,1,1,406.47
71,33,136.68,0,1,219.89
41,24,152.67,0,1,238.78
37,47,50.47,1,1,89.69
23,8,111.53,1,1,218.1
47,35,71.29,0,1,109.11
86,7,93.12,0,0,193.22
19,18,93.23,0,1,139.84
95,22,131.24,0,1,237.94
59,40,190.7,0,1,294.42
61,8,178.84,1,0,353.71
62,6,146.52,1,1,378.86
36,21,57.99,0,1,90.68
63,21,181.27,0,1,305.69
72,10,196.7,1,1,463.14
10,39,165.27,0,1,235.51
84,26,187.21,0,0,245.45
58,22,136.48,0,0,170.9
12,7,116.25,1,0,168.56
10,28,118.26,1,0,157.82
48,20,126.33,0,0,155.21
36,14,109.78,0,0,136.13
98,50,192.95,1,1,365.09
65,43,111.91,0,0,128.44
35,36,85.22,0,0,93.28
18,10,188.68,0,1,295.03
20,48,71.92,0,1,103.62
35,25,55.94,1,1,102.63
96,21,55.39,1,0,96.18
73,15,122.61,0,0,178.55
60,50,51.14,0,0,57.16
97,23,125.8,1,0,214.38
65,9,190.4,1,0,371.28
90,42,181.89,0,0,219.96
45,7,77.07,0,0,120.42
79,35,179.98,1,0,273.47
60,22,87.05,1,0,135.87
86,16,65.54,0,0,98.7
98,42,180.93,1,1,348.82
69,19,89.46,1,0,147.16
80,14,162.27,1,0,297.5
85,34,179.75,1,0,277.33
16,32,95.44,0,0,100.07
17,22,174.16,1,0,239.28
37,15,118.55,0,1,193.38
71,50,105.47,0,0,120.15
10,27,62.01,0,0,64.22
62,11,170.44,0,0,258.5
11,12,198.15,1,1,353.62
94,44,164.0,0,1,263.86
82,17,179.37,0,1,332.83
87,42,88.27,1,1,167.92
57,9,178.74,0,1,352.12
87,31,81.55,1,1,160.81
30,42,71.03,1,0,97.29
47,9,161.63,1,0,286.09
46,30,169.34,1,0,245.27
70,30,96.61,1,1,186.05
82,25,119.22,0,0,156.82
36,29,149.51,0,0,167.45
97,8,64.68,1,0,153.79
20,19,178.41,1,1,321.14
67,32,119.28,0,1,191.21
61,49,131.53,0,0,147.58
31,15,138.94,1,1,263.12
73,46,88.93,0,1,138.31
10,39,73.58,0,1,104.85
88,37,109.86,1,1,212.2
70,42,135.26,0,1,211.38
51,36,58.21,0,1,89.52
97,11,60.74,0,1,134.13
40,41,193.19,1,1,346.82
79,42,151.28,1,0,224.46
21,49,51.92,0,1,74.87
63,48,150.38,0,0,169.71
58,36,173.51,0,1,270.11
79,9,179.11,1,0,374.34
11,39,125.5,1,1,216.8
77,46,136.42,1,0,199.7
95,8,63.96,0,0,131.47
25,45,139.34,0,1,202.65
82,21,195.75,0,0,268.71
74,35,143.88,0,0,173.46
66,6,66.53,0,0,129.26
62,25,163.53,1,0,251.58
74,43,113.65,1,1,212.32
63,21,66.9,1,1,132.89
96,42,150.3,1,1,289.07
53,39,74.9,1,1,137.25
46,17,124.13,0,0,155.85
21,16,108.3,1,0,154.17
68,17,121.04,0,0,166.77
56,14,173.42,1,1,359.56
75,5,99.42,1,0,253.52
42,36,158.17,1,1,286.84
43,32,149.44,0,1,228.69
15,14,197.37,0,0,217.11
65,46,150.19,0,0,170.96
53,19,67.89,1,1,133.4
29,16,74.01,1,1,138.44
71,17,83.73,1,1,175.37
51,31,184.58,1,0,269.37
49,21,158.44,0,1,257.1
21,45,197.55,0,0,206.57
18,25,119.76,0,0,128.05
81,7,168.14,1,1,456.08
98,17,105.71,1,1,237.26
33,38,86.21,0,0,93.5
14,37,184.49,0,0,191.29
41,15,102.32,0,0,128.54
74,36,109.34,1,0,164.01
74,17,79.55,1,0,136.12
18,8,148.16,0,0,177.79
78,17,137.31,1,0,238.0
24,38,87.24,0,0,92.61
10,50,132.96,0,0,135.57
77,14,193.77,1,0,351.37
61,44,198.18,1,0,284.5
65,9,86.09,0,0,142.05
100,42,98.15,1,1,189.68
57,11,79.77,0,0,117.66
81,25,180.18,1,0,290.37
68,13,133.21,0,1,251.2
75,10,177.58,0,0,298.66
45,23,77.97,0,0,92.59
37,44,143.57,1,1,255.87
22,27,143.16,0,0,154.41
91,27,182.6,1,1,369.76
17,41,68.76,0,1,99.05
38,27,97.76,1,1,179.46
71,34,135.13,0,0,162.54
75,50,62.15,1,0,89.93
49,28,163.21,0,1,256.07
10,15,187.97,1,1,331.3
49,49,167.49,1,0,234.15
86,27,56.4,0,0,73.72
42,44,168.95,1,0,235.4
65,18,184.78,1,0,303.43
22,34,93.56,0,0,99.44
48,39,164.26,1,1,298.95
50,41,161.06,1,1,292.98
11,29,114.53,1,0,153.09
46,46,187.35,0,1,280.63
19,22,58.61,1,1,104.48
58,50,133.42,0,0,148.59
24,33,63.72,1,0,87.33
46,49,102.12,1,0,142.15
67,47,198.64,0,0,226.37
43,17,160.36,1,0,246.78
67,7,178.11,0,1,398.52
92,30,135.46,1,1,270.48
54,19,109.87,0,1,183.48
48,44,175.63,1,1,317.3
99,26,104.31,0,0,142.56
98,41,70.23,0,1,114.71
67,17,66.12,0,1,117.18
74,28,143.32,1,1,280.22
51,11,179.67,0,0,256.03
64,37,175.96,1,1,328.77
17,18,125.41,1,0,174.25
50,47,75.36,0,0,83.21
91,50,166.26,1,0,245.8
23,49,153.0,1,0,205.94
84,11,134.5,1,0,269.0
96,41,169.39,1,1,326.68
57,41,83.23,0,1,127.82
60,17,149.42,1,1,303.82
98,35,197.19,1,1,388.9
18,36,118.86,1,1,207.84
76,15,82.21,1,1,178.81
13,44,50.32,1,0,66.87
79,14,175.91,1,0,321.33
27,21,101.62,1,0,144.58
49,45,170.66,0,0,188.84
52,11,54.59,1,0,94.62
29,28,101.62,0,0,111.78
77,21,127.85,0,1,223.74
46,40,74.58,0,1,112.78
11,45,129.53,1,1,223.3
99,7,157.45,1,0,399.53
47,35,55.05,1,1,100.77
68,32,124.7,1,1,237.69
25,39,116.79,1,0,159.13
81,12,140.75,1,0,270.67
29,35,54.23,0,1,80.29
85,47,184.87,0,0,217.61
79,39,61.41,1,1,116.53
83,50,107.39,1,0,157.08
28,13,88.21,0,1,141.14
12,42,63.51,0,1,90.69
65,19,133.23,0,0,176.53
90,31,159.38,0,1,267.96
45,44,121.28,0,1,181.92
33,7,66.23,0,0,93.55
97,27,117.66,0,1,205.48
72,13,110.15,1,0,199.84
28,25,101.94,1,1,184.28
10,13,162.53,1,1,287.91
22,46,129.54,0,0,135.6
48,19,82.77,1,0,127.47
23,44,110.34,0,1,160.12
78,37,191.37,1,0,288.06
99,16,143.4,1,1,327.29
52,16,76.59,1,0,122.99
41,11,188.31,1,1,384.47
37,19,132.59,1,0,196.9
41,22,179.02,0,0,210.93
44,27,83.93,0,1,130.69
57,9,51.72,1,1,117.4
91,41,74.64,0,1,120.67
15,29,186.87,1,1,327.02
90,49,197.44,0,0,232.98
31,11,175.95,1,0,274.19
38,41,91.01,0,1,135.65
79,12,198.9,1,0,379.44
95,12,80.42,1,0,163.31
26,12,124.68,0,1,199.49
19,27,127.15,0,1,186.64
16,7,154.62,1,0,231.93
81,42,63.51,1,0,94.53
76,7,142.38,0,1,334.59
86,49,83.56,1,1,156.42
65,6,177.87,0,0,343.04
43,6,114.65,1,0,219.47
54,8,92.61,0,1,185.22
10,44,174.45,0,0,178.33
36,41,106.19,1,1,189.62
46,18,184.76,0,1,303.4
37,42,88.48,0,1,131.49
50,13,98.47,1,0,163.18
52,39,178.73,1,0,255.58
36,14,136.88,1,1,265.55
56,6,62.91,1,0,132.11
28,25,148.01,0,1,223.15
79,49,68.37,0,1,106.52
82,31,97.26,0,1,161.09
25,35,147.24,1,0,201.64
76,43,59.98,0,1,94.33
35,38,175.17,1,1,313.51
85,33,147.79,1,1,288.19
52,39,111.58,0,0,126.09
12,27,96.13,1,0,129.09
37,28,97.69,1,1,178.54
99,33,128.39,0,0,165.77
92,40,139.71,1,1,268.86
95,13,123.99,1,0,245.32
68,27,66.22,0,0,82.3
85,15,100.73,1,1,224.75
61,36,190.15,0,1,297.56
80,9,184.53,0,0,332.15
40,11,134.42,1,0,219.55
17,25,140.92,0,0,150.13
79,5,85.62,1,1,258.29
77,48,124.12,1,0,180.86
20,41,144.48,0,0,151.36
20,12,113.91,0,1,177.0
56,15,158.11,0,0,213.45
16,32,86.04,1,0,116.02
11,31,191.6,0,1,274.83
48,39,186.22,0,0,208.57
70,43,130.58,1,0,190.53
18,24,159.09,0,1,234.18
19,40,117.18,1,0,157.76
95,50,56.18,0,1,89.12
47,32,117.59,0,1,181.37
53,12,180.67,0,1,326.6
13,31,129.26,1,1,224.99
22,16,58.66,0,0,66.25
60,6,75.77,1,1,193.75
78,12,136.51,0,1,273.02
13,26,126.15,1,1,220.53
47,8,116.99,0,0,178.08
62,6,66.8,1,1,172.73
76,41,93.64,0,1,148.04
86,5,189.08,0,0,460.09
35,16,159.42,0,0,192.24
64,23,89.93,0,1,149.88
53,33,140.7,0,1,218.91
99,28,68.04,1,1,138.9
36,35,136.92,0,0,150.61
41,32,99.82,1,1,182.1
57,34,106.19,0,1,165.96
92,34,171.28,0,1,284.81
76,13,121.53,1,0,223.96
33,11,148.65,0,0,189.53
42,34,123.68,0,0,138.52
17,30,71.73,0,1,104.36
100,17,176.87,0,1,345.88
58,36,67.74,1,1,125.78
45,12,187.58,0,0,252.51
98,20,191.24,1,0,337.86
16,42,64.27,0,1,92.37
45,22,90.68,1,1,171.9
18,32,153.6,0,1,223.42
34,38,129.92,1,1,232.19
68,25,89.19,1,1,174.95
22,7,149.59,1,1,295.44
22,25,83.8,0,1,124.41
65,41,135.01,1,0,196.41
47,42,103.79,1,0,146.27
100,24,85.4,0,1,153.72
83,25,126.81,0,1,218.02
45,48,105.7,0,1,157.69
52,9,181.21,1,1,402.29
93,27,70.44,0,1,122.01
68,12,85.78,1,0,156.38
29,35,51.86,1,1,92.34
85,43,168.94,0,0,201.58
55,37,182.72,0,0,209.17
14,29,178.49,1,1,311.76
90,42,99.2,1,1,189.4
22,50,138.0,1,1,240.55
42,20,192.07,0,0,230.48
14,48,80.38,1,0,106.79
57,49,194.31,1,1,352.48
90,30,194.31,0,0,250.72
88,49,109.15,0,0,128.36
38,32,55.67,1,1,101.05
23,8,73.3,0,0,92.03
73,5,75.3,0,0,166.91
62,40,95.96,1,0,139.26
18,35,107.66,1,0,145.34
31,10,114.67,0,1,192.85
20,38,128.37,1,1,224.81
72,21,62.08,1,1,125.85
26,13,131.4,1,1,247.78
37,19,156.96,1,0,233.09
49,17,61.49,0,1,102.82
46,24,117.16,0,0,138.72
69,45,137.65,0,1,213.36
78,23,190.25,0,0,252.08
45,38,127.33,0,0,142.02
17,19,50.69,0,1,75.27
54,47,135.44,0,0,150.68
59,29,59.37,0,0,71.05
76,10,160.47,1,1,383.67
12,18,111.15,1,0,151.52
99,20,190.89,1,1,414.5
35,21,145.06,0,1,226.16
65,9,143.78,0,0,237.24
18,47,142.96,0,1,205.51
56,37,193.21,1,0,279.65
82,39,156.72,0,0,188.85
93,29,72.28,1,0,116.37
77,27,58.42,0,1,97.85
25,37,119.24,1,0,162.86
16,38,111.51,1,1,194.14
88,21,98.04,0,0,137.26
83,34,84.67,0,1,138.62
75,21,147.55,0,1,256.87
96,18,149.86,0,1,285.52
87,26,84.71,0,0,112.01
58,32,157.99,1,1,296.35
11,25,83.76,1,1,145.94
33,49,51.21,0,1,75.07
76,42,167.63,1,1,314.6
91,7,166.17,1,1,471.51
99,28,141.3,1,0,231.93
24,10,70.89,0,0,86.36
98,31,85.09,0,1,145.18
13,16,97.23,0,0,104.67
39,8,80.07,1,1,170.82
32,40,138.33,1,1,245.96
46,6,180.87,1,0,353.99
98,27,198.0,1,0,326.7
33,49,161.21,0,1,236.33
23,36,164.44,0,0,174.66
17,5,153.2,0,0,196.61
74,30,90.33,0,0,111.89
37,24,115.34,0,1,178.55
41,6,177.22,1,0,334.19
35,9,146.03,1,1,299.36
16,28,178.52,1,0,241.93
90,9,163.43,1,1,424.92
85,33,115.09,1,0,178.39
49,13,79.24,1,1,162.44
13,6,82.74,1,1,156.02
46,6,114.8,0,0,190.24
81,8,121.09,1,1,314.83
96,22,168.58,1,1,356.95
54,33,132.32,0,0,153.34
90,24,114.39,1,1,235.64
60,5,68.72,0,0,137.44
17,15,97.38,1,1,175.89
69,5,110.77,0,0,238.16
24,15,154.69,1,0,224.3
55,19,176.46,0,1,295.57
46,48,71.76,1,1,128.73
84,27,132.45,1,0,211.92
88,41,99.52,1,0,150.23
88,6,65.51,0,1,174.07
41,7,106.61,0,0,161.25
92,21,86.01,0,1,156.38
72,12,92.5,0,0,143.73
75,25,165.0,1,1,328.1
18,24,197.58,1,1,350.11
100,44,168.72,1,0,256.83
24,46,94.56,1,0,127.76
99,27,109.06,0,1,191.24
78,37,150.28,1,1,286.32
84,5,165.27,1,1,512.34
30,39,78.4,0,0,84.28
39,36,90.72,1,1,163.79
69,13,82.23,0,0,122.76
84,14,104.23,0,1,204.29
90,33,114.52,1,1,225.0
88,46,163.06,0,0,193.59
16,8,72.02,0,0,84.82
75,41,138.74,1,0,205.14
95,46,74.56,1,0,112.0
12,8,98.33,0,1,150.77
90,13,81.87,1,0,159.06
69,16,166.0,0,1,299.78
77,16,69.23,0,0,100.59
42,13,192.75,1,1,385.5
28,23,106.57,0,0,119.0
34,45,172.08,1,1,305.25
91,6,134.24,0,0,308.75
18,20,193.54,1,0,268.19
96,35,72.47,0,0,91.8
40,37,138.61,1,0,194.78
53,44,169.32,0,1,256.99
73,9,126.9,1,0,257.61
11,45,182.57,1,0,241.71
98,46,128.13,0,1,206.1
55,25,66.37,0,0,80.41
45,47,148.52,0,1,221.85
98,9,182.11,0,1,433.42
21,40,128.14,1,1,224.4
44,11,51.77,0,1,91.46
78,34,178.81,0,0,218.66
75,36,54.17,0,1,86.82
80,43,191.31,0,1,302.62
74,28,94.9,0,1,157.08
26,26,165.63,0,0,181.58
69,48,181.45,0,0,207.0
39,27,150.83,1,0,217.09
24,34,161.74,0,0,172.83
80,48,88.6,1,0,129.65
100,50,113.68,1,1,215.55
38,27,84.95,1,1,155.94
46,27,132.69,1,1,247.37
49,8,93.8,1,0,173.01
34,30,101.47,1,1,183.63
90,25,144.17,0,0,194.07
11,15,51.95,0,0,55.52
63,14,53.66,0,0,76.2
23,18,70.51,1,0,100.2
26,34,144.17,1,1,255.8
56,33,119.58,0,0,139.28
17,21,82.42,0,1,121.76
99,13,94.84,1,1,228.29
44,15,197.68,0,0,252.04
45,12,163.75,1,1,335.06
43,13,128.04,0,0,167.37
29,19,90.99,0,1,140.58
38,39,151.43,1,1,271.82
23,11,92.74,0,0,110.52
22,27,190.18,1,1,338.25
76,41,162.6,1,0,240.8
96,34,143.82,1,0,226.41
80,31,124.82,0,1,205.95
36,45,98.01,1,0,135.08
41,50,88.81,1,1,158.12
50,22,54.95,1,0,83.38
73,9,158.88,1,1,386.08
14,50,85.32,1,0,113.26
35,9,91.16,1,1,186.88
70,40,183.05,0,1,287.52
78,38,132.2,1,0,198.3
78,26,177.92,1,0,282.7
43,21,116.03,0,1,185.12
60,40,198.0,0,1,306.18
15,12,178.24,0,0,198.81
46,18,194.02,1,1,376.81
54,49,100.22,1,0,141.11
48,49,94.93,1,0,132.52
55,30,181.7,0,1,286.62
65,50,185.87,0,1,283.91
90,39,158.86,0,1,258.15
45,32,74.3,0,0,84.43
19,14,176.75,1,0,252.16
53,16,122.04,0,0,160.09
33,48,80.36,0,1,117.92
45,12,95.98,0,0,129.2
93,34,122.44,1,1,240.68
47,31,110.17,0,1,170.42
73,40,66.2,1,0,97.85
81,12,177.3,1,0,340.96
83,47,172.42,1,1,322.93
48,49,107.18,1,1,192.5
56,48,170.45,0,0,189.93
58,35,157.84,0,1,246.41
53,45,162.43,1,1,294.85
43,24,90.23,0,1,141.84
62,25,109.35,1,0,168.23
46,43,76.83,0,0,84.86
63,42,106.39,0,0,121.98
39,19,191.81,1,0,286.76
19,29,70.32,1,1,124.0
84,23,85.74,0,1,150.04
79,22,93.25,1,1,190.55
49,41,151.5,0,1,229.77
88,30,174.76,1,1,346.7
86,36,121.83,0,0,150.15
